Country,Total Cases,Cases,Total Deaths,Deaths,Total Recovered,Serious,Tested,Date
Turks and Caicos,5,0,0.0,0,0.0,0.0,0.0,2020-04-02
Botswana,4,1,1.0,1,0.0,0.0,0.0,2020-04-02
Gambia,4,0,1.0,0,0.0,0.0,0.0,2020-04-02
Bhutan,4,0,0.0,0,0.0,0.0,0.0,2020-04-02
Belize,3,0,0.0,0,0.0,0.0,0.0,2020-04-02
British Virgin Islands,3,1,0.0,0,0.0,0.0,0.0,2020-04-02
CAR,3,0,0.0,0,0.0,0.0,0.0,2020-04-02
Liberia,3,0,0.0,0,0.0,0.0,0.0,2020-04-02
MS Zaandam,2,0,0.0,0,0.0,0.0,0.0,2020-04-02
Anguilla,2,0,0.0,0,0.0,0.0,0.0,2020-04-02
Burundi,2,2,0.0,0,0.0,0.0,0.0,2020-04-02
Papua New Guinea,1,0,0.0,0,0.0,0.0,0.0,2020-04-02
St. Vincent Grenadines,1,0,0.0,0,1.0,0.0,0.0,2020-04-02
Sierra Leone,1,1,0.0,0,0.0,0.0,0.0,2020-04-02
Timor-Leste,1,0,0.0,0,0.0,0.0,0.0,2020-04-02
Total:,858355,73617,42309.0,4535,178117.0,32836.0,0.0,2020-04-02
USA,244230,29227,5883.0,781,10403.0,5421.0,0.0,2020-04-03
Italy,115242,4668,13915.0,760,18278.0,4053.0,0.0,2020-04-03
Spain,112065,7947,10348.0,961,26743.0,6092.0,0.0,2020-04-03
Germany,84794,6813,1107.0,176,22440.0,3936.0,0.0,2020-04-03
France,59105,2116,5387.0,1355,12428.0,6399.0,0.0,2020-04-03
Iran,50468,2875,3160.0,124,16711.0,3956.0,0.0,2020-04-03
UK,33718,4244,2921.0,569,135.0,163.0,0.0,2020-04-03
Switzerland,18827,1059,536.0,48,4013.0,348.0,0.0,2020-04-03
Turkey,18135,2456,356.0,79,415.0,1101.0,0.0,2020-04-03
Belgium,15348,1384,1011.0,183,2495.0,1144.0,0.0,2020-04-03
Netherlands,14697,1083,1339.0,166,250.0,1053.0,0.0,2020-04-03
Canada,11283,1552,173.0,59,1979.0,120.0,0.0,2020-04-03
Austria,11129,418,158.0,12,1749.0,227.0,0.0,2020-04-03
S. Korea,9976,89,169.0,4,5828.0,55.0,0.0,2020-04-03
Portugal,9034,783,209.0,22,68.0,230.0,0.0,2020-04-03
Brazil,8044,1164,324.0,82,127.0,296.0,0.0,2020-04-03
Israel,6857,765,36.0,10,338.0,107.0,0.0,2020-04-03
Sweden,5568,621,308.0,69,103.0,429.0,0.0,2020-04-03
Australia,5314,266,28.0,5,585.0,50.0,0.0,2020-04-03
Norway,5147,270,50.0,6,32.0,96.0,0.0,2020-04-03
Czechia,3858,269,44.0,5,67.0,72.0,0.0,2020-04-03
Ireland,3849,402,98.0,13,5.0,109.0,0.0,2020-04-03
Russia,3548,771,30.0,6,235.0,8.0,0.0,2020-04-03
Chile,3404,373,18.0,2,335.0,31.0,0.0,2020-04-03
Denmark,3386,279,123.0,19,1089.0,153.0,0.0,2020-04-03
Ecuador,3163,405,120.0,22,65.0,100.0,0.0,2020-04-03
Malaysia,3116,208,50.0,5,767.0,105.0,0.0,2020-04-03
Poland,2946,392,57.0,14,56.0,50.0,0.0,2020-04-03
Romania,2738,278,115.0,23,267.0,78.0,0.0,2020-04-03
Philippines,2633,322,107.0,11,51.0,1.0,0.0,2020-04-03
India,2543,545,72.0,14,191.0,0.0,0.0,2020-04-03
Japan,2495,111,62.0,5,472.0,60.0,0.0,2020-04-03
Luxembourg,2487,168,30.0,1,80.0,31.0,0.0,2020-04-03
Pakistan,2421,303,34.0,7,125.0,9.0,0.0,2020-04-03
Saudi Arabia,1885,165,21.0,5,328.0,31.0,0.0,2020-04-03
Thailand,1875,104,15.0,3,505.0,23.0,0.0,2020-04-03
Indonesia,1790,113,170.0,13,112.0,0.0,0.0,2020-04-03
Greece,1544,129,53.0,2,61.0,91.0,0.0,2020-04-03
Finland,1518,72,19.0,2,300.0,65.0,0.0,2020-04-03
Panama,1475,158,37.0,5,9.0,50.0,0.0,2020-04-03
South Africa,1462,82,5.0,0,50.0,7.0,0.0,2020-04-03
Peru,1414,91,55.0,17,537.0,51.0,0.0,2020-04-03
Dominican Republic,1380,96,60.0,3,16.0,147.0,0.0,2020-04-03
Mexico,1378,163,37.0,8,35.0,1.0,0.0,2020-04-03
Iceland,1319,99,4.0,2,284.0,12.0,0.0,2020-04-03
Argentina,1265,132,36.0,4,256.0,0.0,0.0,2020-04-03
Serbia,1171,111,31.0,3,42.0,81.0,0.0,2020-04-03
Colombia,1161,96,19.0,2,55.0,50.0,0.0,2020-04-03
Singapore,1049,49,4.0,1,266.0,24.0,0.0,2020-04-03
UAE,1024,210,8.0,0,96.0,2.0,0.0,2020-04-03
Croatia,1011,48,7.0,1,88.0,34.0,0.0,2020-04-03
Algeria,986,139,86.0,28,61.0,0.0,0.0,2020-04-03
Qatar,949,114,3.0,1,72.0,37.0,0.0,2020-04-03
Ukraine,897,103,22.0,2,19.0,0.0,0.0,2020-04-03
Slovenia,897,56,17.0,2,70.0,31.0,0.0,2020-04-03
Egypt,865,86,58.0,6,201.0,0.0,0.0,2020-04-03
Estonia,858,79,11.0,6,45.0,16.0,0.0,2020-04-03
Hong Kong,802,36,4.0,0,154.0,8.0,0.0,2020-04-03
New Zealand,797,89,1.0,0,92.0,2.0,0.0,2020-04-03
Iraq,772,44,54.0,2,202.0,0.0,0.0,2020-04-03
Diamond Princess,712,0,11.0,0,619.0,10.0,0.0,2020-04-03
Morocco,708,54,44.0,5,31.0,1.0,0.0,2020-04-03
Armenia,663,92,7.0,3,33.0,30.0,0.0,2020-04-03
Lithuania,649,68,9.0,1,7.0,11.0,0.0,2020-04-03
Bahrain,643,74,4.0,0,381.0,3.0,0.0,2020-04-03
Hungary,585,60,21.0,1,42.0,17.0,0.0,2020-04-03
Bosnia and Herzegovina,533,74,16.0,3,20.0,4.0,0.0,2020-04-03
Moldova,505,82,6.0,1,23.0,65.0,0.0,2020-04-03
Lebanon,494,15,16.0,2,46.0,3.0,0.0,2020-04-03
Latvia,458,12,0.0,0,31.0,3.0,0.0,2020-04-03
Bulgaria,457,35,10.0,0,25.0,18.0,0.0,2020-04-03
Tunisia,455,32,14.0,2,5.0,10.0,0.0,2020-04-03
Kazakhstan,435,55,3.0,0,27.0,6.0,0.0,2020-04-03
Andorra,428,38,15.0,1,10.0,12.0,0.0,2020-04-03
Slovakia,426,26,1.0,0,5.0,3.0,0.0,2020-04-03
Azerbaijan,400,41,5.0,0,26.0,7.0,0.0,2020-04-03
Costa Rica,396,21,2.0,0,6.0,11.0,0.0,2020-04-03
North Macedonia,384,30,11.0,0,17.0,4.0,0.0,2020-04-03
Cyprus,356,36,10.0,1,28.0,11.0,0.0,2020-04-03
Uruguay,350,0,4.0,2,62.0,15.0,0.0,2020-04-03
Kuwait,342,25,0.0,0,81.0,15.0,0.0,2020-04-03
Taiwan,339,10,5.0,0,50.0,0.0,0.0,2020-04-03
Réunion,308,27,0.0,0,40.0,3.0,0.0,2020-04-03
Cameroon,306,73,7.0,1,10.0,0.0,0.0,2020-04-03
Belarus,304,141,4.0,2,53.0,11.0,0.0,2020-04-03
Jordan,299,21,5.0,0,45.0,5.0,0.0,2020-04-03
Burkina Faso,288,6,16.0,0,50.0,0.0,0.0,2020-04-03
Albania,277,18,16.0,1,76.0,7.0,0.0,2020-04-03
Afghanistan,273,36,6.0,2,10.0,0.0,0.0,2020-04-03
San Marino,245,9,30.0,2,21.0,15.0,0.0,2020-04-03
Cuba,233,21,6.0,0,13.0,7.0,0.0,2020-04-03
Vietnam,233,15,0.0,0,75.0,3.0,0.0,2020-04-03
Oman,231,21,1.0,0,57.0,3.0,0.0,2020-04-03
Honduras,219,47,14.0,4,3.0,4.0,0.0,2020-04-03
Uzbekistan,205,24,2.0,0,25.0,8.0,0.0,2020-04-03
Ghana,204,9,5.0,0,31.0,2.0,0.0,2020-04-03
Malta,196,8,0.0,0,2.0,2.0,0.0,2020-04-03
Senegal,195,5,1.0,0,55.0,0.0,0.0,2020-04-03
Ivory Coast,194,4,1.0,0,15.0,0.0,0.0,2020-04-03
Channel Islands,193,21,3.0,0,0.0,0.0,0.0,2020-04-03
Nigeria,184,10,2.0,0,20.0,0.0,0.0,2020-04-03
Faeroe Islands,177,4,0.0,0,81.0,1.0,0.0,2020-04-03
Mauritius,169,8,7.0,1,0.0,1.0,0.0,2020-04-03
Palestine,161,27,1.0,0,18.0,0.0,0.0,2020-04-03
Sri Lanka,151,5,4.0,1,21.0,5.0,0.0,2020-04-03
Venezuela,146,2,5.0,2,43.0,6.0,0.0,2020-04-03
Montenegro,144,21,2.0,0,0.0,4.0,0.0,2020-04-03
Martinique,138,3,3.0,0,27.0,19.0,0.0,2020-04-03
DRC,134,25,13.0,4,3.0,0.0,0.0,2020-04-03
Georgia,134,17,0.0,0,26.0,6.0,0.0,2020-04-03
Brunei,133,2,1.0,0,56.0,3.0,0.0,2020-04-03
Guadeloupe,128,3,6.0,0,24.0,14.0,0.0,2020-04-03
Bolivia,123,8,8.0,1,1.0,3.0,0.0,2020-04-03
Mayotte,116,15,1.0,0,10.0,3.0,0.0,2020-04-03
Kyrgyzstan,116,5,0.0,0,5.0,5.0,0.0,2020-04-03
Kenya,110,29,3.0,2,4.0,2.0,0.0,2020-04-03
Cambodia,110,1,0.0,0,34.0,1.0,0.0,2020-04-03
Niger,98,24,5.0,0,0.0,0.0,0.0,2020-04-03
Isle of Man,95,27,1.0,0,0.0,0.0,0.0,2020-04-03
Trinidad and Tobago,94,4,5.0,0,1.0,0.0,0.0,2020-04-03
Gibraltar,88,7,0.0,0,46.0,0.0,0.0,2020-04-03
Rwanda,84,2,0.0,0,0.0,0.0,0.0,2020-04-03
Paraguay,77,8,3.0,0,2.0,4.0,0.0,2020-04-03
Liechtenstein,75,3,0.0,0,0.0,0.0,0.0,2020-04-03
Monaco,60,5,1.0,0,2.0,2.0,0.0,2020-04-03
Aruba,60,5,0.0,0,1.0,0.0,0.0,2020-04-03
Madagascar,59,2,0.0,0,0.0,6.0,0.0,2020-04-03
Bangladesh,56,2,6.0,0,25.0,1.0,0.0,2020-04-03
Guinea,52,22,0.0,0,0.0,0.0,0.0,2020-04-03
French Guiana,51,0,0.0,0,15.0,0.0,0.0,2020-04-03
Jamaica,47,3,3.0,0,2.0,0.0,0.0,2020-04-03
Guatemala,47,8,1.0,0,12.0,1.0,0.0,2020-04-03
Barbados,46,1,0.0,0,0.0,0.0,0.0,2020-04-03
Uganda,45,1,0.0,0,0.0,0.0,0.0,2020-04-03
El Salvador,41,8,2.0,0,0.0,4.0,0.0,2020-04-03
Macao,41,0,0.0,0,10.0,0.0,0.0,2020-04-03
Djibouti,40,7,0.0,0,0.0,0.0,0.0,2020-04-03
Togo,39,3,2.0,0,17.0,0.0,0.0,2020-04-03
Zambia,39,3,1.0,1,0.0,0.0,0.0,2020-04-03
French Polynesia,37,0,0.0,0,0.0,1.0,0.0,2020-04-03
Mali,36,5,3.0,0,0.0,0.0,0.0,2020-04-03
Bermuda,35,3,0.0,0,11.0,0.0,0.0,2020-04-03
Ethiopia,29,0,0.0,0,3.0,2.0,0.0,2020-04-03
Cayman Islands,28,6,1.0,0,0.0,0.0,0.0,2020-04-03
Bahamas,24,3,1.0,0,1.0,0.0,0.0,2020-04-03
Congo,22,0,2.0,0,2.0,0.0,0.0,2020-04-03
Saint Martin,22,0,1.0,0,2.0,0.0,0.0,2020-04-03
Eritrea,22,7,0.0,0,0.0,0.0,0.0,2020-04-03
Gabon,21,3,1.0,0,0.0,0.0,0.0,2020-04-03
Myanmar,20,4,1.0,0,0.0,0.0,0.0,2020-04-03
Tanzania,20,0,1.0,0,2.0,0.0,0.0,2020-04-03
Guyana,19,0,4.0,1,0.0,0.0,0.0,2020-04-03
Maldives,19,0,0.0,0,13.0,0.0,0.0,2020-04-03
Sint Maarten,18,2,1.0,0,6.0,0.0,0.0,2020-04-03
New Caledonia,18,2,0.0,0,1.0,0.0,0.0,2020-04-03
Syria,16,6,2.0,0,0.0,0.0,0.0,2020-04-03
Haiti,16,0,0.0,0,1.0,0.0,0.0,2020-04-03
Equatorial Guinea,15,0,0.0,0,1.0,0.0,0.0,2020-04-03
Mongolia,14,0,0.0,0,2.0,0.0,0.0,2020-04-03
Namibia,14,0,0.0,0,3.0,0.0,0.0,2020-04-03
Benin,13,0,0.0,0,1.0,0.0,0.0,2020-04-03
Saint Lucia,13,0,0.0,0,1.0,0.0,0.0,2020-04-03
Dominica,12,0,0.0,0,0.0,0.0,0.0,2020-04-03
Curaçao,11,0,1.0,0,3.0,0.0,0.0,2020-04-03
Libya,11,1,1.0,1,0.0,0.0,0.0,2020-04-03
Greenland,10,0,0.0,0,2.0,0.0,0.0,2020-04-03
Grenada,10,1,0.0,0,0.0,0.0,0.0,2020-04-03
Laos,10,0,0.0,0,0.0,0.0,0.0,2020-04-03
Mozambique,10,0,0.0,0,0.0,0.0,0.0,2020-04-03
Seychelles,10,0,0.0,0,0.0,0.0,0.0,2020-04-03
Suriname,10,0,0.0,0,0.0,0.0,0.0,2020-04-03
MS Zaandam,9,0,2.0,0,0.0,0.0,0.0,2020-04-03
Zimbabwe,9,1,1.0,0,0.0,0.0,0.0,2020-04-03
Antigua and Barbuda,9,2,0.0,0,0.0,0.0,0.0,2020-04-03
Guinea-Bissau,9,0,0.0,0,0.0,0.0,0.0,2020-04-03
Saint Kitts and Nevis,9,1,0.0,0,0.0,0.0,0.0,2020-04-03
Eswatini,9,0,0.0,0,0.0,0.0,0.0,2020-04-03
Angola,8,0,2.0,0,1.0,0.0,0.0,2020-04-03
Sudan,8,1,2.0,0,2.0,0.0,0.0,2020-04-03
Chad,8,1,0.0,0,0.0,0.0,0.0,2020-04-03
Fiji,7,2,0.0,0,0.0,0.0,0.0,2020-04-03
Vatican City,7,1,0.0,0,0.0,0.0,0.0,2020-04-03
Cabo Verde,6,0,1.0,0,0.0,0.0,0.0,2020-04-03
Mauritania,6,0,1.0,0,2.0,0.0,0.0,2020-04-03
Nepal,6,1,0.0,0,1.0,0.0,0.0,2020-04-03
Liberia,6,0,0.0,0,0.0,0.0,0.0,2020-04-03
St. Barth,6,0,0.0,0,1.0,0.0,0.0,2020-04-03
Nicaragua,5,0,1.0,0,0.0,0.0,0.0,2020-04-03
Bhutan,5,1,0.0,0,1.0,0.0,0.0,2020-04-03
Montserrat,5,0,0.0,0,0.0,0.0,0.0,2020-04-03
Somalia,5,0,0.0,0,1.0,0.0,0.0,2020-04-03
Turks and Caicos,5,0,0.0,0,0.0,0.0,0.0,2020-04-03
Botswana,4,0,1.0,0,0.0,0.0,0.0,2020-04-03
Gambia,4,0,1.0,0,2.0,0.0,0.0,2020-04-03
Anguilla,3,1,0.0,0,0.0,0.0,0.0,2020-04-03
Belize,3,0,0.0,0,0.0,0.0,0.0,2020-04-03
British Virgin Islands,3,0,0.0,0,0.0,0.0,0.0,2020-04-03
Burundi,3,1,0.0,0,0.0,0.0,0.0,2020-04-03
CAR,3,0,0.0,0,0.0,0.0,0.0,2020-04-03
Malawi,3,3,0.0,0,0.0,0.0,0.0,2020-04-03
Caribbean Netherlands,2,0,0.0,0,0.0,0.0,0.0,2020-04-03
St. Vincent Grenadines,2,0,0.0,0,1.0,0.0,0.0,2020-04-03
Sierra Leone,2,0,0.0,0,0.0,0.0,0.0,2020-04-03
Papua New Guinea,1,0,0.0,0,0.0,0.0,0.0,2020-04-03
Timor-Leste,1,0,0.0,0,0.0,0.0,0.0,2020-04-03
China,81589,35,3318.0,6,76408.0,429.0,0.0,2020-04-03
Total:,1014296,79100,52982.0,5790,212018.0,37698.0,0.0,2020-04-03
China,81554,0,3312.0,0,76238.0,466.0,0.0,2020-04-04
USA,215003,26473,5102.0,1049,8878.0,5005.0,0.0,2020-04-04
Italy,110574,4782,13155.0,727,16847.0,4035.0,0.0,2020-04-04
Spain,104118,8195,9387.0,923,22647.0,5872.0,0.0,2020-04-04
Germany,77981,6173,931.0,156,18700.0,3408.0,0.0,2020-04-04
France,56989,4861,4032.0,509,10935.0,6017.0,0.0,2020-04-04
Iran,47593,2988,3036.0,138,15473.0,3871.0,0.0,2020-04-04
UK,29474,4324,2352.0,563,135.0,163.0,0.0,2020-04-04
Switzerland,17768,1163,488.0,55,2967.0,348.0,0.0,2020-04-04
Turkey,15679,2148,277.0,63,333.0,847.0,0.0,2020-04-04
Belgium,13964,1189,828.0,123,2132.0,1088.0,0.0,2020-04-04
Netherlands,13614,1019,1173.0,134,250.0,1053.0,0.0,2020-04-04
Austria,10711,531,146.0,18,1436.0,215.0,0.0,2020-04-04
S. Korea,9887,101,165.0,3,5567.0,55.0,0.0,2020-04-04
Canada,9731,1119,114.0,13,1736.0,120.0,0.0,2020-04-04
Portugal,8251,808,187.0,27,43.0,230.0,0.0,2020-04-04
Brazil,6880,1163,242.0,41,127.0,296.0,0.0,2020-04-04
Israel,6092,734,26.0,6,241.0,95.0,0.0,2020-04-04
Australia,5048,285,23.0,3,345.0,50.0,0.0,2020-04-04
Sweden,4947,512,239.0,59,103.0,393.0,0.0,2020-04-04
Norway,4877,236,44.0,5,13.0,105.0,0.0,2020-04-04
Czechia,3589,281,39.0,8,61.0,70.0,0.0,2020-04-04
Ireland,3447,212,85.0,14,5.0,103.0,0.0,2020-04-04
Denmark,3107,247,104.0,14,894.0,145.0,0.0,2020-04-04
Chile,3031,293,16.0,4,234.0,31.0,0.0,2020-04-04
Malaysia,2908,142,45.0,2,645.0,102.0,0.0,2020-04-04
Russia,2777,440,24.0,7,190.0,8.0,0.0,2020-04-04
Ecuador,2758,456,98.0,19,58.0,100.0,0.0,2020-04-04
Poland,2554,243,43.0,10,56.0,50.0,0.0,2020-04-04
Romania,2460,215,92.0,10,252.0,57.0,0.0,2020-04-04
Japan,2384,206,57.0,0,472.0,69.0,0.0,2020-04-04
Luxembourg,2319,141,29.0,6,80.0,31.0,0.0,2020-04-04
Philippines,2311,227,96.0,8,50.0,1.0,0.0,2020-04-04
Pakistan,2118,180,27.0,1,94.0,12.0,0.0,2020-04-04
India,1998,601,58.0,23,148.0,0.0,0.0,2020-04-04
Thailand,1771,120,12.0,2,505.0,23.0,0.0,2020-04-04
Saudi Arabia,1720,157,16.0,6,264.0,31.0,0.0,2020-04-04
Indonesia,1677,149,157.0,21,103.0,0.0,0.0,2020-04-04
Finland,1446,28,17.0,0,10.0,62.0,0.0,2020-04-04
Greece,1415,101,51.0,2,52.0,90.0,0.0,2020-04-04
South Africa,1380,27,5.0,0,50.0,7.0,0.0,2020-04-04
Peru,1323,258,38.0,8,394.0,49.0,0.0,2020-04-04
Panama,1317,136,32.0,2,9.0,50.0,0.0,2020-04-04
Dominican Republic,1284,175,57.0,6,9.0,0.0,0.0,2020-04-04
Iceland,1220,85,2.0,0,236.0,12.0,0.0,2020-04-04
Mexico,1215,121,29.0,1,35.0,1.0,0.0,2020-04-04
Argentina,1133,79,32.0,5,248.0,0.0,0.0,2020-04-04
Colombia,1065,159,17.0,1,39.0,47.0,0.0,2020-04-04
Serbia,1060,160,28.0,5,42.0,62.0,0.0,2020-04-04
Singapore,1000,74,3.0,0,245.0,24.0,0.0,2020-04-04
Croatia,963,96,6.0,0,73.0,34.0,0.0,2020-04-04
Algeria,847,131,58.0,14,61.0,0.0,0.0,2020-04-04
Slovenia,841,39,15.0,0,10.0,31.0,0.0,2020-04-04
Qatar,835,54,2.0,0,71.0,37.0,0.0,2020-04-04
UAE,814,150,8.0,2,61.0,2.0,0.0,2020-04-04
Ukraine,794,149,20.0,3,13.0,0.0,0.0,2020-04-04
Egypt,779,69,52.0,6,179.0,0.0,0.0,2020-04-04
Estonia,779,34,5.0,1,33.0,15.0,0.0,2020-04-04
Hong Kong,766,51,4.0,0,147.0,5.0,0.0,2020-04-04
Iraq,728,34,52.0,2,182.0,0.0,0.0,2020-04-04
Diamond Princess,712,0,11.0,0,603.0,15.0,0.0,2020-04-04
New Zealand,708,61,1.0,0,83.0,2.0,0.0,2020-04-04
Morocco,654,37,39.0,3,29.0,1.0,0.0,2020-04-04
Lithuania,581,44,8.0,0,7.0,11.0,0.0,2020-04-04
Armenia,571,39,4.0,1,31.0,30.0,0.0,2020-04-04
Bahrain,569,2,4.0,0,337.0,3.0,0.0,2020-04-04
Hungary,525,33,20.0,4,40.0,17.0,0.0,2020-04-04
Lebanon,479,16,14.0,2,43.0,5.0,0.0,2020-04-04
Bosnia and Herzegovina,459,39,13.0,0,19.0,1.0,0.0,2020-04-04
Latvia,446,48,0.0,0,1.0,3.0,0.0,2020-04-04
Tunisia,423,29,12.0,2,5.0,10.0,0.0,2020-04-04
Moldova,423,70,5.0,1,23.0,44.0,0.0,2020-04-04
Bulgaria,422,23,10.0,2,20.0,18.0,0.0,2020-04-04
Slovakia,400,37,1.0,1,3.0,1.0,0.0,2020-04-04
Andorra,390,14,14.0,2,10.0,12.0,0.0,2020-04-04
Kazakhstan,380,37,3.0,1,26.0,6.0,0.0,2020-04-04
Costa Rica,375,28,2.0,0,4.0,9.0,0.0,2020-04-04
Azerbaijan,359,61,5.0,0,26.0,7.0,0.0,2020-04-04
North Macedonia,354,25,11.0,2,17.0,4.0,0.0,2020-04-04
Uruguay,350,12,2.0,1,62.0,15.0,0.0,2020-04-04
Taiwan,329,7,5.0,0,45.0,0.0,0.0,2020-04-04
Cyprus,320,58,9.0,1,28.0,11.0,0.0,2020-04-04
Kuwait,317,28,0.0,0,80.0,14.0,0.0,2020-04-04
Burkina Faso,282,21,16.0,2,46.0,0.0,0.0,2020-04-04
Réunion,281,34,0.0,0,40.0,3.0,0.0,2020-04-04
Jordan,278,4,5.0,0,36.0,5.0,0.0,2020-04-04
Albania,259,16,15.0,0,67.0,7.0,0.0,2020-04-04
Afghanistan,237,63,4.0,0,5.0,0.0,0.0,2020-04-04
San Marino,236,0,28.0,2,13.0,16.0,0.0,2020-04-04
Cameroon,233,40,6.0,0,10.0,0.0,0.0,2020-04-04
Vietnam,218,6,0.0,0,63.0,3.0,0.0,2020-04-04
Cuba,212,26,6.0,0,12.0,3.0,0.0,2020-04-04
Oman,210,18,1.0,0,34.0,3.0,0.0,2020-04-04
Ghana,195,34,5.0,0,31.0,1.0,0.0,2020-04-04
Ivory Coast,190,11,1.0,0,9.0,0.0,0.0,2020-04-04
Senegal,190,15,1.0,1,45.0,0.0,0.0,2020-04-04
Malta,188,19,0.0,0,2.0,2.0,0.0,2020-04-04
Uzbekistan,181,9,2.0,0,12.0,8.0,0.0,2020-04-04
Nigeria,174,39,2.0,0,9.0,0.0,0.0,2020-04-04
Faeroe Islands,173,4,0.0,0,75.0,1.0,0.0,2020-04-04
Honduras,172,31,10.0,3,3.0,4.0,0.0,2020-04-04
Channel Islands,172,31,3.0,0,0.0,0.0,0.0,2020-04-04
Belarus,163,11,2.0,1,53.0,2.0,0.0,2020-04-04
Mauritius,161,18,6.0,1,0.0,1.0,0.0,2020-04-04
Sri Lanka,146,3,3.0,1,21.0,5.0,0.0,2020-04-04
Venezuela,144,9,3.0,0,43.0,6.0,0.0,2020-04-04
Martinique,135,7,3.0,0,27.0,16.0,0.0,2020-04-04
Palestine,134,15,1.0,0,18.0,0.0,0.0,2020-04-04
Brunei,131,2,1.0,0,52.0,3.0,0.0,2020-04-04
Guadeloupe,125,11,6.0,2,24.0,14.0,0.0,2020-04-04
Montenegro,123,14,2.0,0,0.0,4.0,0.0,2020-04-04
Georgia,117,7,0.0,0,23.0,6.0,0.0,2020-04-04
Bolivia,115,8,7.0,1,1.0,3.0,0.0,2020-04-04
Kyrgyzstan,111,4,0.0,0,3.0,3.0,0.0,2020-04-04
DRC,109,11,9.0,1,3.0,0.0,0.0,2020-04-04
Cambodia,109,0,0.0,0,25.0,1.0,0.0,2020-04-04
Mayotte,101,7,1.0,0,10.0,3.0,0.0,2020-04-04
Trinidad and Tobago,90,3,5.0,2,1.0,0.0,0.0,2020-04-04
Rwanda,82,7,0.0,0,0.0,0.0,0.0,2020-04-04
Kenya,81,22,1.0,0,3.0,2.0,0.0,2020-04-04
Gibraltar,81,12,0.0,0,34.0,0.0,0.0,2020-04-04
Niger,74,40,5.0,2,0.0,0.0,0.0,2020-04-04
Liechtenstein,72,4,0.0,0,0.0,0.0,0.0,2020-04-04
Paraguay,69,4,3.0,0,1.0,4.0,0.0,2020-04-04
Isle of Man,68,8,1.0,1,0.0,0.0,0.0,2020-04-04
Madagascar,57,0,0.0,0,0.0,6.0,0.0,2020-04-04
Monaco,55,3,1.0,0,2.0,2.0,0.0,2020-04-04
Aruba,55,0,0.0,0,1.0,0.0,0.0,2020-04-04
Bangladesh,54,3,6.0,1,25.0,1.0,0.0,2020-04-04
French Guiana,51,0,0.0,0,15.0,0.0,0.0,2020-04-04
Barbados,45,11,0.0,0,0.0,0.0,0.0,2020-04-04
Jamaica,44,6,3.0,1,2.0,0.0,0.0,2020-04-04
Uganda,44,0,0.0,0,0.0,0.0,0.0,2020-04-04
Macao,41,0,0.0,0,10.0,0.0,0.0,2020-04-04
Guatemala,39,1,1.0,0,12.0,1.0,0.0,2020-04-04
French Polynesia,37,0,0.0,0,0.0,1.0,0.0,2020-04-04
Togo,36,2,2.0,1,10.0,0.0,0.0,2020-04-04
Zambia,36,0,0.0,0,0.0,0.0,0.0,2020-04-04
El Salvador,33,1,2.0,1,0.0,4.0,0.0,2020-04-04
Djibouti,33,3,0.0,0,0.0,0.0,0.0,2020-04-04
Bermuda,32,0,0.0,0,10.0,0.0,0.0,2020-04-04
Mali,31,3,3.0,1,0.0,0.0,0.0,2020-04-04
Guinea,30,8,0.0,0,0.0,0.0,0.0,2020-04-04
Ethiopia,29,3,0.0,0,2.0,2.0,0.0,2020-04-04
Congo,22,3,2.0,2,0.0,0.0,0.0,2020-04-04
Cayman Islands,22,8,1.0,0,0.0,0.0,0.0,2020-04-04
Saint Martin,22,1,1.0,0,2.0,0.0,0.0,2020-04-04
Bahamas,21,7,1.0,1,1.0,0.0,0.0,2020-04-04
Tanzania,20,1,1.0,0,1.0,0.0,0.0,2020-04-04
Guyana,19,7,3.0,1,0.0,0.0,0.0,2020-04-04
Maldives,19,1,0.0,0,13.0,0.0,0.0,2020-04-04
Gabon,18,2,1.0,0,0.0,0.0,0.0,2020-04-04
Myanmar,16,1,1.0,0,0.0,0.0,0.0,2020-04-04
Sint Maarten,16,10,1.0,1,6.0,0.0,0.0,2020-04-04
Haiti,16,1,0.0,0,1.0,0.0,0.0,2020-04-04
New Caledonia,16,0,0.0,0,1.0,0.0,0.0,2020-04-04
Equatorial Guinea,15,0,0.0,0,1.0,0.0,0.0,2020-04-04
Eritrea,15,0,0.0,0,0.0,0.0,0.0,2020-04-04
Mongolia,14,2,0.0,0,2.0,0.0,0.0,2020-04-04
Namibia,14,3,0.0,0,2.0,0.0,0.0,2020-04-04
Benin,13,4,0.0,0,1.0,0.0,0.0,2020-04-04
Saint Lucia,13,0,0.0,0,1.0,0.0,0.0,2020-04-04
Dominica,12,0,0.0,0,0.0,0.0,0.0,2020-04-04
Curaçao,11,0,1.0,0,3.0,0.0,0.0,2020-04-04
Syria,10,0,2.0,0,0.0,0.0,0.0,2020-04-04
Greenland,10,0,0.0,0,2.0,0.0,0.0,2020-04-04
Laos,10,1,0.0,0,0.0,0.0,0.0,2020-04-04
Libya,10,0,0.0,0,0.0,0.0,0.0,2020-04-04
Mozambique,10,2,0.0,0,0.0,0.0,0.0,2020-04-04
Seychelles,10,0,0.0,0,0.0,0.0,0.0,2020-04-04
Suriname,10,1,0.0,0,0.0,0.0,0.0,2020-04-04
MS Zaandam,9,7,2.0,2,0.0,0.0,0.0,2020-04-04
